drop a message to jan write i will be late,email/email_sendemail
drop it from list,lists/lists_remove
during the daytime all lights has to be turned off,iot/iot_hue_lightoff
edit list,lists/lists_createoradd
eight am in manila is what in new york,datetime/datetime_convert
eight am manila time is what in eastern time,datetime/datetime_convert
elaborate again to me please.,general/general_explain
elaborate further on this please.,general/general_explain
elaborate further on this.,general/general_explain
elaborate me about your answers further.,general/general_explain
eliminate the list kickball but make sure the contacts remain,lists/lists_remove
email [email_address : hwu@gmail dot com] add to email contacts,email/email_addcontact
email [email_address : joejoe@gmail dot com],email/email_sendemail
email alice to let her know we are on the way,email/email_sendemail
email chelsea,email/email_sendemail
email co worker about work project,email/email_sendemail
email donna plans for today,email/email_sendemail
email family with details of the party,email/email_sendemail
email family,email/email_sendemail
email friend,email/email_sendemail
email gary,email/email_sendemail
email george brown,email/email_sendemail
email grandma subject saturday message we are dropping by on saturday see you then,email/email_sendemail
email jake a calendar invite for dinner on sunday,email/email_sendemail
email jennifer the new schedule of the meeting for tomorrow,email/email_sendemail
email joe and tell him to hurry,email/email_sendemail
email john tomorrow,email/email_sendemail
email karen about the budget meeting,email/email_sendemail
email me the lyrics to this song,music/music_query
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,email/email_sendemail
email my contact with the following message,email/email_sendemail
email my mother,email/email_sendemail
email naty for her birthday,email/email_sendemail
email notifications,email/email_query
email robert,email/email_sendemail
email to new contact,email/email_sendemail
email to pawel regarding latest news,email/email_sendemail
email tom the date and time of tomorrow's meeting,email/email_sendemail
email work team this week's schedule,email/email_sendemail
enable cleaner robot,iot/iot_cleaning
enable my plug,iot/iot_wemo_on
enable shuffle,music/music_settings/music_settings_shuffle
enable smart socket,iot/iot_wemo_on
enable wemo,iot/iot_wemo_on
end pause on audio book history of rome,play/play_audiobook
end this podcast start anew,play/play_podcasts
ensure i have to get up at six in morning,alarm/alarm_set
enter [email_address : atdfd@yahoo dot com] into my contact list,email/email_addcontact
enter silence mode,audio/audio_volume_mute
equalize the bass of this music,music/music_settings/music_settings_equalizer
erase all events from my calendar,calendar/calendar_remove
erase all my event in my calendar,calendar/calendar_remove
erase item please from my list,lists/lists_remove
erase my current events from calendar,calendar/calendar_remove
erase my grocery list,lists/lists_remove
erase my lunch date with ted on june first,calendar/calendar_remove
erase my old english songs list,lists/lists_remove
erase previous list,lists/lists_remove
erase shopping list,lists/lists_remove
erase spaghetti from list,lists/lists_remove
erase the lawn care appointment next month,calendar/calendar_remove
erase this list,lists/lists_remove
euro to u. s. d.,qa/qa_currency
euros to dollars exchange rate,qa/qa_currency
event with amy and horace seven days from now,calendar/calendar_set
events description,calendar/calendar_query
events near me,recommendation/recommendation_events
events upcoming,recommendation/recommendation_events
every light of room increase its intensity,iot/iot_hue_lightup
exact response to the command.,general/general_affirm
exchange euro to dollar,qa/qa_currency
exchange rate between dollar and mexican peso,qa/qa_currency
exchange rate dirham and rupees,qa/qa_currency
exchange rate from cad to u. s. d.,qa/qa_currency
exchange rate from euros to dollars,qa/qa_currency
exchange rate i will get with foreign currency,qa/qa_currency
exchange rate of euro with dollar,qa/qa_currency
exchange rate with these currencies,qa/qa_currency
expired products in recent market,social/social_post
explain bob dylan,qa/qa_factoid
explain further on last sentence to me please.,general/general_explain
explain god,qa/qa_definition
explain how to sear a steak,cooking/cooking_recipe
explain how to set my coffee machine,iot/iot_coffee
explain how usa social status differs from the one in the uk now and in the past,general/general_quirky
explain it,general/general_quirky
explain marketing,qa/qa_definition
explain me further on your response please.,general/general_explain
explain more on that to me please.,general/general_explain
Explain object,qa/qa_definition
explain quantum physics to me in language i understand,general/general_quirky
explain the exchange rate of rupee for dollar,qa/qa_currency
explain this again to me please.,general/general_explain
explain to me about what different countries are represented in the book of revelation,general/general_quirky
explain to me how gravity works,qa/qa_factoid
explain what a contact lense is,qa/qa_definition
explain what gdp means,qa/qa_definition
explain your words again to me please.,general/general_explain
explanation of the song,music/music_query
facebook current stock rate,qa/qa_stock
facebook info,social/social_query
facebook launches disputed tag to crack down on fake news,news/news_query
facebook status busy day,social/social_post
facebook,social/social_query
family date this monday,calendar/calendar_set
famous person biographies,general/general_quirky
fast and the furious,recommendation/recommendation_movies
fast road to get home,transport/transport_traffic
fastest route to turiellos,transport/transport_query
favorite this music,music/music_likeness
features of google pixel,general/general_quirky
fetch me the phone number of Alexander,email/email_querycontact
fetch me two train tickets for the earliest train to paris,transport/transport_ticket
few traffic roads,transport/transport_traffic
fifteen plus twenty,qa/qa_maths
fight me in street fighter,play/play_game
figure out what percentage thirty is of one hundred and sixty three,qa/qa_maths
fill my calendar with a meeting with garvin and trilly for december fifth at five hundred and thirty pm,calendar/calendar_set
filter all arijit singh sad song and save or create playlist of sad songs of arijit singh,music/music_likeness
find a description about a samsung tv,qa/qa_definition
find a good recipe for steak,cooking/cooking_recipe
find a grocery store in town that carries creamed pickled herring,recommendation/recommendation_locations
find a joke in your vault and tell me,general/general_joke
find a kid friendly event in me area for tonight,recommendation/recommendation_events
find a pizza restaurant open until noon,takeaway/takeaway_query
find a recipe for a romantic dinner for two,cooking/cooking_recipe
find a recipe that uses ground beef and zucchini,cooking/cooking_recipe
find a ride to the bar,transport/transport_taxi
find a taxi for me,transport/transport_taxi
find a taxi service close to me,transport/transport_taxi
find a taxi to book,transport/transport_taxi
find a taxi to go home,transport/transport_taxi
find a train going from prague to brno,transport/transport_query
find a train ticket to philadelphia,transport/transport_ticket
find all the contacts named john,email/email_querycontact
find an interesting podcast about last pritzker price winners,play/play_podcasts
find an oscar nominee movie,recommendation/recommendation_movies
find an uber driver available for tonight after ten pm,transport/transport_taxi
find an uber on twenty ninth,transport/transport_taxi
find an uber that can get me to the airport now,transport/transport_taxi
find and make a playlist of all the latest dancing tracks,play/play_music
find and order domino pizza at nearest store of domino,takeaway/takeaway_order
find and order rasgulla of janta sweet home pvt ltd,takeaway/takeaway_order
find apple on list and remove,lists/lists_remove
find apple pie recipe,cooking/cooking_recipe
find chicken tikka recipe,cooking/cooking_recipe
find contact,email/email_query
find current stock pricing for stock in samsung,qa/qa_stock
find easy recipe for corn bread,cooking/cooking_recipe
find events in local area,recommendation/recommendation_events
find exchange rate for u. s. d. to dollar,qa/qa_currency
find exchange rate for u. s. d. to pound,qa/qa_currency
find food and order,takeaway/takeaway_order
find funny jokes,general/general_joke
find game,play/play_game
find gluten free bakery near me,recommendation/recommendation_locations
find grocery store with an organic section near me,recommendation/recommendation_locations
find hotel order food name,takeaway/takeaway_order
find if takeaway possible in restaurant pizzahouse,takeaway/takeaway_query
find information on today's stocks,qa/qa_stock
find jhonny's address,email/email_querycontact
find joel osteen's broadcast on sirius,play/play_radio
find john smith from alabama,email/email_querycontact
find john smith in contacts,email/email_querycontact
find jokes on the web,general/general_joke
find list in my pda,lists/lists_query
find local events,recommendation/recommendation_events
find lyrics of this song and save it it is very nice song,music/music_likeness
find me a bar in cleveland open until two am,recommendation/recommendation_locations
find me a cheap train ticket for miamy,transport/transport_ticket
find me a gas station close by,recommendation/recommendation_locations
find me a good pop song,play/play_music
find me a joke related to baseball,general/general_joke
find me a nice restaurant for dinner,recommendation/recommendation_locations
find me a recipe for carrot soup,cooking/cooking_recipe
find me a recipe of spaghetti,cooking/cooking_recipe
find me a ride to the mall of america please,transport/transport_taxi
find me a taxi,transport/transport_taxi
find me a train ticket to boston,transport/transport_ticket
find me a train ticket to newcastle,transport/transport_ticket
find me an audio book version of ready player one and play it for me,play/play_audiobook
find me an uber,transport/transport_taxi
find me kiss fm channel,play/play_radio
find me my dad's email address,email/email_querycontact
find me new comments from my facebook,social/social_query
find me someone to have dinner with,general/general_quirky
find me someone,email/email_querycontact
find me square root of forty nine,qa/qa_maths
find me the best knock knock joke on the internet,general/general_joke
find me the cheapest place to buy a new backpack,recommendation/recommendation_locations
find me the cheapest train ticket to spain,transport/transport_ticket
find me the current weather condition,weather/weather_query
find me the distance and direction by train to rccg in ikoyi lagos,transport/transport_query
find me the exchange rate between dollars and bitcoin,qa/qa_currency
find me the latest podcast about president trump and his immigration ban,play/play_podcasts
find me the name of the artist of this music,music/music_query
find me the nearest chinese for delivery,takeaway/takeaway_order
find me the oldest hotel in washington dc,recommendation/recommendation_locations
find me the recipe for beef stroganoff,cooking/cooking_recipe
find me the smallest coffee shop in new orleans,recommendation/recommendation_locations
find me train tickets,transport/transport_ticket
find my food,takeaway/takeaway_query
find my thai takeaways around grassmarket,takeaway/takeaway_query
find my wife,email/email_querycontact
find new email,email/email_query
find new trump articles but not from fox news,news/news_query
find ny train time,transport/transport_query
find out if kfc delivers please,takeaway/takeaway_query
find out if the olive garden will let me do takeaway,takeaway/takeaway_query
find out if the restaurant does takeaway orders,takeaway/takeaway_query
find out the the train arrival time and book me,transport/transport_ticket
find recent events of the celebrity,general/general_quirky
find recipe chicken casserole,cooking/cooking_recipe
find restaurant order food name,takeaway/takeaway_order
find restaurants within one miles,recommendation/recommendation_locations
find some smooth jazz for me,play/play_music
find stock price for name,qa/qa_stock
find tacos near my home,takeaway/takeaway_order
find the beginning of the podcast,play/play_podcasts
find the best rock station near my location and turn it on,play/play_radio
find the events,recommendation/recommendation_events
find the joke about the orange and the banana,general/general_joke
find the mass of the sun,qa/qa_factoid
find the nearest olive garden that has take out service,takeaway/takeaway_order
find the nearest rock station,play/play_radio
find the nearest taxi,transport/transport_taxi
find the nearest uber,transport/transport_taxi
find the recipe for sambar in cookingforu application,cooking/cooking_recipe
find the right amount of cinnamon for the garam masala,cooking/cooking_recipe
find the set of procedures for a meal course,cooking/cooking_recipe
find the shortest distance for the location needed,transport/transport_query
find the sum of thirteen and fourteen,qa/qa_maths
find train tickets for manchester train station for today,transport/transport_ticket
find train time to ny,transport/transport_query
find updates from vicki's facebook from mardi gras day,social/social_query
fine me a train to denver,transport/transport_query
fix alarm,alarm/alarm_set
fix the driving route from here to grant market,transport/transport_query
fix the lights in the living room to red,iot/iot_hue_lightchange
flag me an uber for ten pm tonight,transport/transport_taxi
flip the wemo on,iot/iot_wemo_on
following podcast episode start,play/play_podcasts
food order from grubhub,takeaway/takeaway_order
football matches in new york,recommendation/recommendation_events
for how much time should i oven pizza to make it perfect crispy,cooking/cooking_recipe
for the week of the twentieth delete all tutoring events,calendar/calendar_remove
forex rate of euro to u. s. d.,qa/qa_currency
forget alarm,alarm/alarm_remove
forward email address to my new email,email/email_sendemail
forward the mail to new email address,email/email_sendemail
forward to four twenty,play/play_podcasts
four divided by two equals two,qa/qa_maths
four plus five equals nine,qa/qa_maths
fraud in weighing products,social/social_post
free home delivery,takeaway/takeaway_order
friday what time is the forum about drugs in the civic center,calendar/calendar_query
friend updates,social/social_query
from now on mute,audio/audio_volume_mute
from wangs kitchen restaurant home delivery for a chicken manchow soup,takeaway/takeaway_order
from where can i get a train ticket for athens,transport/transport_query
from which movie is the song,music/music_query
fun stuff to do near me,recommendation/recommendation_events
fun things to do today,recommendation/recommendation_events
funny joke,general/general_joke
funny story,general/general_joke
further explain me on the last sentence please.,general/general_explain
further explain me on your response please.,general/general_explain
games,play/play_game
general information searches,general/general_quirky
generate a new inventory,lists/lists_createoradd
generate fresh list,lists/lists_createoradd
get [email_address : apahelp@yahoo dot com] in my contacts,email/email_addcontact
get a cup of coffee ready now,iot/iot_coffee
Get all availables,lists/lists_query
get answer perfectly.,general/general_affirm
get city cab here to airport,transport/transport_taxi
get coffee maker started for a fresh cup,iot/iot_coffee
get command exactly.,general/general_affirm
get command perfectly.,general/general_affirm
get contact,email/email_query
get eggs on the list,lists/lists_createoradd
get it,general/general_quirky
get large pizza with pepperoni,takeaway/takeaway_order
get louder,audio/audio_volume_up
get me a car,transport/transport_taxi
get me a coffee,iot/iot_coffee
get me a local restaurant,recommendation/recommendation_locations
get me a radio station that plays classical music,play/play_radio
get me a ride to hospital,transport/transport_taxi
get me a seat on the next train going to new york,transport/transport_ticket
get me a stock price of audi,qa/qa_stock
get me a taxi to take me to the airport on friday at five thirty am,transport/transport_taxi
get me a taxi to the airport right now,transport/transport_taxi
get me a taxi,transport/transport_taxi
get me a train ticket to atlanta,transport/transport_ticket
get me a train ticket to chicago today,transport/transport_ticket
get me a turkey jimmy johns sub and set it to be delivered at five pm tonight,takeaway/takeaway_order
get me a uber,transport/transport_taxi
get me an meeting to see tim later on today between three and five,calendar/calendar_set
get me an uber please,transport/transport_taxi
get me an uber,transport/transport_taxi
get me details of this person,general/general_quirky
get me latest updates from facebook,social/social_query
get me resume of best seller audio book this month,play/play_audiobook
get me resume of newest release audio book,play/play_audiobook
get me some food,takeaway/takeaway_order
get me some latte please,iot/iot_coffee
get me takeaway food,takeaway/takeaway_order
get me the cheapest train ticket that will get me from miami to orlando and back,transport/transport_ticket
get me the latest episode of the friends podcast,play/play_podcasts
get me the latest news in new delhi,news/news_query
get me the latest news of world,news/news_query
get me the latest stock price for costco,qa/qa_stock
get me the local train timing to destination cstm,transport/transport_query
get me the number for local taxi service,transport/transport_taxi
get me the top news from huffington post,news/news_query
get me to alarm setting,alarm/alarm_set
get me to the nearest train station,transport/transport_query
get me tom's number,email/email_querycontact
get me two train tickets from where i am now to dallas arriving before dark,transport/transport_ticket
get me updates from kenny's facebook from the weekend,social/social_query
get me with new list,lists/lists_createoradd
get nearest hospital,transport/transport_query
get new emails,email/email_query
get played the latest classic music,play/play_music
get recipe for apple pie,cooking/cooking_recipe
get recipe for making a hotdog,cooking/cooking_recipe
get rid of a list,lists/lists_remove
get rid of all my events,calendar/calendar_remove
get rid of all my scheduled events,calendar/calendar_remove
get rid of mike stein from contacts list,lists/lists_remove
Get rid of my current alarms,alarm/alarm_remove
get rid of my eight am alarm,alarm/alarm_remove
get rid of my wake up alarm set for saturday,alarm/alarm_remove
get rid of tax list from nineteen ninety,lists/lists_remove
get rid of the events on the nineteenth from my calendar,calendar/calendar_remove
get rid of the first three events in my calendar,calendar/calendar_remove
get rid of the five pm alarm,alarm/alarm_remove
get rid of the wednesday list,lists/lists_remove
get rid of this list,lists/lists_remove
get set need me music track,play/play_music
get that correcly.,general/general_affirm
get that exactly.,general/general_affirm
get that perfectly.,general/general_affirm
get the answer perfectly.,general/general_affirm
get the cleaning on,iot/iot_cleaning
get the coffee started please,iot/iot_coffee
get the duet game,play/play_game
get the next episode,play/play_podcasts
get the roomba to clean the kitchen,iot/iot_cleaning
get the roomba to clean up,iot/iot_cleaning
get the roomba to start cleaning,iot/iot_cleaning
get train ticket,transport/transport_ticket
get us spaghetti from pizza hut,takeaway/takeaway_order
get with new one,general/general_quirky
get yourself muted,audio/audio_volume_mute
give a hand to this game,play/play_game
give a last minute update on incoming emails please,email/email_query
give a pleasant sound,audio/audio_volume_other
give description of statue of liberty,qa/qa_definition
give details about the current traffic,transport/transport_traffic
give details of rock sand,qa/qa_definition
give five stars to this song,music/music_likeness
give information about the traffic near my location please,transport/transport_traffic
give me a company for playing football,play/play_game
give me a current traffic report,transport/transport_traffic
give me a description of iron fist on netflix,qa/qa_definition
give me a joke,general/general_joke
give me a list of lists,lists/lists_query
give me a movie for tonight,recommendation/recommendation_movies
give me a recipe for meatballs,cooking/cooking_recipe
give me a reminder at eight pm for the game,calendar/calendar_set
give me a traffic update,transport/transport_traffic
give me a weather report for las vegas,weather/weather_query
give me all available lists,lists/lists_query
give me all ice cream shops within two miles,recommendation/recommendation_locations
give me all my lists,lists/lists_query
give me an update on the election in one hour,calendar/calendar_set
give me another update on breaking news,news/news_query
give me charles telephone number,email/email_querycontact
give me contact mail id,email/email_querycontact
give me current information about traffic at central park road,transport/transport_traffic
give me dark,iot/iot_hue_lightoff
give me details of my twitter handle profile including the total number of followers,social/social_query
give me directions to my nearest bank location,transport/transport_query
give me information about the concert on tuesday night,calendar/calendar_query
give me information about this song,music/music_query
give me information on the song that's playing,music/music_query
give me instructions on how to cook chicken,cooking/cooking_recipe
give me lists,lists/lists_query
give me low lighting in the kitchen,iot/iot_hue_lightdim
give me more light,iot/iot_hue_lightup
give me my facebook update every three hours,social/social_query
give me my list,lists/lists_query
give me my social media update,social/social_query
give me name and type of this music,music/music_query
give me new york's current time,datetime/datetime_query
give me news from cnn,news/news_query
give me notifications when i get any news from the starbucks i applied to,email/email_query
give me options for indian carryout under dollars,takeaway/takeaway_order
give me petey's telephone number,email/email_querycontact
give me recipes,cooking/cooking_recipe
give me red lights,iot/iot_hue_lightchange
give me some cafes near downtown fort lauderdale,recommendation/recommendation_locations
give me some dim light,iot/iot_hue_lightdim
give me some funny facebook posts,social/social_query
give me some good sounds,play/play_music
give me some health tips,general/general_quirky
give me some lavender toned light,iot/iot_hue_lightchange
give me the alarm times for the next two days,alarm/alarm_query
give me the average five year stock price of home depot,qa/qa_stock
give me the birth date of mahatma gandhi,qa/qa_factoid
give me the birth details of abraham lincoln,qa/qa_factoid
give me the definition for animal,qa/qa_definition
give me the definition of arrow,qa/qa_definition
give me the definition of formidable,qa/qa_definition
give me the definition of the word armor,qa/qa_definition
give me the definition of the word fondle,qa/qa_definition
give me the description about watch,qa/qa_definition
give me the description of a mobile battery functioning,qa/qa_definition
give me the description of a television circuit,qa/qa_definition
give me the details of friend,email/email_querycontact
give me the details of next reminder,calendar/calendar_query
give me the details on elton john,music/music_query
give me the driving directions from faripir to gurpur,transport/transport_query
give me the exchange rate between united states dollar and japanese yen,qa/qa_currency
give me the headline news,news/news_query
give me the idea of current traffic condition,transport/transport_traffic
give me the latest on paul ryan,news/news_query
give me the latest political headlines across the world,news/news_query
give me the latest updates,news/news_query
give me the list of available train tickets from edinburgh to leeds,transport/transport_ticket
give me the list of the top five safest cars to buy,lists/lists_query
give me the local time of london,datetime/datetime_query
give me the most recent stuff you have angelina jolie,general/general_quirky
give me the name of all the shops in my area,recommendation/recommendation_locations
give me the news,news/news_query
give me the number to mom,email/email_querycontact
give me the opening stock price of acer computers,qa/qa_stock
give me the opening stock price of apple,qa/qa_stock
give me the opening stock price of infosys technologies today,qa/qa_stock
give me the opening stock price of intel today,qa/qa_stock
give me the opening stock price of sony,qa/qa_stock
give me the recipe for this food,cooking/cooking_recipe
give me the release date of this song,music/music_query
give me the stock price for tommy hilfiger,qa/qa_stock
give me the stock price of apple,qa/qa_stock
give me the stock price of berkshire hathaway,qa/qa_stock
give me the time in london,datetime/datetime_query
give me the time in phoenix az,datetime/datetime_query
give me the time in sydney australia,datetime/datetime_query
give me the time in washington,datetime/datetime_query
give me the time,datetime/datetime_query
give me the top rated movie in my area,recommendation/recommendation_movies
give me the train time,transport/transport_query
give me the update on traffic at new york,transport/transport_traffic
give me the volume settings,audio/audio_volume_other
give me to do list,lists/lists_createoradd
give me today's football match scorecard,news/news_query
give me today's market trends for panasonic,qa/qa_stock
give me train times from station to location,transport/transport_query
give me yearly average stock price for the last five years on amazon,qa/qa_stock
give some of delete in today events,calendar/calendar_remove
give the shortest route to the airport,transport/transport_query
give the stock price details of motorolla,qa/qa_stock
give the time in dubai,datetime/datetime_query
given it is four thirty five pm in london what time is it in melbourne,datetime/datetime_convert
given me the exchange rates between u. s. d. and jpy,qa/qa_currency
go and make me a coffee,iot/iot_coffee
go back to animal farm,play/play_audiobook
go back to the midnight series,play/play_audiobook
go fetch all the lists from the notes app,lists/lists_query
go forward please,play/play_podcasts
go near vacuum cleaner,iot/iot_cleaning
go silent for a day,audio/audio_volume_mute
go silent until three pm,audio/audio_volume_mute
go to agha station,transport/transport_query
go to channel one hundred and six point nine,play/play_radio
go to contacts and add a new email to the list,email/email_addcontact
go to contacts and enter a new email address,email/email_sendemail
go to favourite list,play/play_podcasts
go to last episode of her story,play/play_podcasts
go to map,transport/transport_query
go to my favorite radio channel,play/play_radio
go to next podcast,play/play_podcasts
go to next,play/play_podcasts
go to nytimes dot com,news/news_query
go to pandora find twenty one pilots radio play please,play/play_radio
go to radio,play/play_radio
go to setting,iot/iot_hue_lightchange
go to sirius and play the hip hop channel,play/play_radio
go to sleep,audio/audio_volume_mute
go to the end of the podcast,play/play_podcasts
go to the event day and delete,calendar/calendar_remove
go to the event year and delete,calendar/calendar_remove
go to the last episode,play/play_podcasts
go to the next episode in this podcast,play/play_podcasts
go to the next episode of the united states of anxiety podcast,play/play_podcasts
go to the podcast and play the next episode in friends,play/play_podcasts
go to the third episode of this podcast,play/play_podcasts
go to www dot metronorth dot com for train tickets,transport/transport_ticket
good afternoon how are you,general/general_greet
good afternoon,general/general_greet
good day,general/general_greet
good evening,general/general_greet
good morning vietnam,general/general_quirky
good morning,general/general_greet
good night lights off,iot/iot_hue_lightoff
good response to command.,general/general_affirm
goodnight,general/general_greet
google definition for me,qa/qa_definition
google how old is david cameron,qa/qa_factoid
google i need one train ticket to new york can you book that for me,transport/transport_ticket
google i need you to delete the current list,lists/lists_remove
google i. b. m. stock prices,qa/qa_stock
google please be extra quiet the baby is sleeping,audio/audio_volume_mute
google search booking train ticket,transport/transport_ticket
google stock symbol,qa/qa_stock
google train tickets to washington dc,transport/transport_ticket
google uber,transport/transport_taxi
got that exactly.,general/general_affirm
got your understanding perfectly.,general/general_affirm
great song for the commute,music/music_likeness
greg wants black coffee can you make one,iot/iot_coffee
grubhub order,takeaway/takeaway_order
guide me to the restaurant,recommendation/recommendation_locations
hail taxi,transport/transport_taxi
Has @realdonaldtrump posted anything new on twitter,social/social_query
has any personal emails come in yet,email/email_query
has anyone commented on my status,social/social_query
has anyone follow me today on twitter today,social/social_query
has anyone tagged me in a photo on facebook,social/social_query
has anything happened to mass effect,news/news_query
has anything new happened with the sweden bombing ?,news/news_query
has derek logged into facebook today,social/social_query
has john replied to my facebook post,social/social_query
Has john sent me any new emails,email/email_query
has mary posted anything to facebook today,social/social_query
has my calendar been updated in the last ten minutes,calendar/calendar_query
has my stock increased in value,qa/qa_stock
has pound value decreased,qa/qa_currency
has robert emails me yet,email/email_query
has sarah posted anything today,social/social_query
has the dollar rate increased,qa/qa_currency
has wendy posted on facebook,social/social_query
have a taxi pick me up,transport/transport_taxi
have any emails come in since four hundred today,email/email_query
have any jokes,general/general_joke
have any suggestions for local italian food,recommendation/recommendation_locations
have bing's stocks dropped,qa/qa_stock
have halifax shares gone up today,qa/qa_stock
have i got any alarms set,alarm/alarm_query
have i got any new email from my company,email/email_query
have i got new content in my twitter feed,social/social_query
have i gotten any new emails today,email/email_query
have i gotten any new messages since yesterday,email/email_query
have i made loss in which stocks,qa/qa_stock
have i received any email from ron in last couple of days,email/email_query
have i received any emails from jeffrey burnette,email/email_query
have i received any emails from my father,email/email_query
have i received any emails with tracking numbers,email/email_query
have i received any mentions on twitter,social/social_query
have i set any alarm for today,alarm/alarm_query
have i set any alarms in the morning,alarm/alarm_query
have my iroomba clean the house,iot/iot_cleaning
have no idea about what to choose.,general/general_dontcare
have no idea about what to do.,general/general_dontcare
have no idea about which to choose.,general/general_dontcare
have no idea for what to do.,general/general_dontcare
have no idea for which to choose.,general/general_dontcare
have no idea regarding to which to choose.,general/general_dontcare
have pho send three egg rolls,takeaway/takeaway_order
have the roomba run the living room,iot/iot_cleaning
have the vacuum cleaner clean the room,iot/iot_cleaning
have you been enjoying your day so far,general/general_quirky
have you heard any good jokes lately,general/general_joke
have you heard any good music lately,general/general_quirky
have you made a mistake.,general/general_explain
have you responded my phone calls,email/email_querycontact
health,general/general_quirky
healthy foods,cooking/cooking_recipe
heating levels at what times in the apt,general/general_quirky
hello beef up the volume a little bit,audio/audio_volume_up
Hello book train ticket from mumbai to sangli for tomorrow morning,transport/transport_ticket
hello can you give the contact details for a particular service centre,social/social_post
hello google post my current status on twitter mentioning a great trip to paris with friends and family,social/social_post
hello how are you today,general/general_greet
hello how are you,general/general_greet
hello how is your day,general/general_greet
hello i want to turn off my wemo plug,iot/iot_wemo_off
hello i would like to know whether you provide home delivery services,takeaway/takeaway_query
hello my item which i bought from some one has gone out of order,social/social_post
hello what are you up to,general/general_greet
hello what time it is now,datetime/datetime_query
hello you have a send an email to someone,email/email_sendemail
hello,general/general_greet
help me book a train ticket,transport/transport_ticket
help me buy a train ticket to denver for next tuesday morning,transport/transport_ticket
help me call james,email/email_querycontact
help me find place,transport/transport_query
help me find transportation to the mall of america,transport/transport_query
help me make brownies,cooking/cooking_recipe
help me start my kitchen list,lists/lists_createoradd
help me to mute my speaker,audio/audio_volume_mute
here is a new email address to be added to the contacts,email/email_addcontact
here is something from today,general/general_quirky
here's an email address,email/email_addcontact
hey call the nearest chinese restaurant for a takeaway,takeaway/takeaway_order
hey can you delete the list of things i needed to get from the store,lists/lists_remove
hey can you make it blue in here,iot/iot_hue_lightchange
hey can you please make me a creamy coffee,iot/iot_coffee
hey check email,email/email_query
hey check emails,email/email_query
hey do i have any new emails,email/email_query
hey do you have home delivery,takeaway/takeaway_query
hey do you know any jokes,general/general_joke
hey does open sesame do take out,takeaway/takeaway_query
hey does that restaurant have takeout,takeaway/takeaway_query
hey go from off to on my vacuum in five minutes,iot/iot_cleaning
hey google play some jazz music for me,play/play_music
hey hey,general/general_greet
hey how are you,general/general_greet
hey how's it going,general/general_greet
hey i am having a bad day today what can i watch to cheer me up,general/general_quirky
hey i happened to miss one of my important meetings today,general/general_quirky
hey i like music by sigur ros,music/music_likeness
hey i want to get trains to manchester on Wednesday,transport/transport_ticket
hey i'd like you to order burger,takeaway/takeaway_order
hey make the house lights a different color,iot/iot_hue_lightchange
hey olly cancel whatever is scheduled next on my calendar,calendar/calendar_remove
hey olly chance the current light settings,iot/iot_hue_lightchange
hey olly clear my next appointment off of my calendar,calendar/calendar_remove
hey olly give me a list of nearby shops,recommendation/recommendation_locations
hey olly have you heard any funny jokes lately,general/general_joke
hey olly inform me about latest picture updated by priya chopra on instagram,social/social_query
hey olly list the local shops for me,recommendation/recommendation_locations
hey olly make me laugh with a good joke,general/general_joke
hey olly make the lights a little dimmer,iot/iot_hue_lightdim
hey olly mute the speakers,audio/audio_volume_mute
hey olly my the lights a little warmer,iot/iot_hue_lightchange
hey olly on the twentieth clear my calendar,calendar/calendar_remove
hey olly tell me a joke,general/general_joke
hey olly turn the radio on,play/play_radio
hey olly turn up the lights a little,iot/iot_hue_lightup
hey order a pizza pie with extra cheese,takeaway/takeaway_order
hey order a side of hot wings with my previous order,takeaway/takeaway_order
hey order me some take out from jason's deli,takeaway/takeaway_order
hey order two wings with french fries from the chinese food store,takeaway/takeaway_order
hey play me a popular r. n. b. song,play/play_music
hey play my favourite podcast from list,play/play_podcasts
hey post my complaint to [business_name : @microsoft] on twitter,social/social_post
hey put carrots on that,lists/lists_createoradd
hey reply a mail which i received,email/email_sendemail
hey robot give me a list of ingredients for welsh rarebit,cooking/cooking_recipe
hey send a meeting invite to mr ross for this friday's meeting and block my calendar for friday afternoon,calendar/calendar_set
hey send an email to my friend,email/email_sendemail
hey send email to john,email/email_sendemail
hey share me some joke to make me happy,general/general_joke
hey sound is low can you tune it up,audio/audio_volume_up
hey start vacuum cleaner robot,iot/iot_cleaning
hey tell me a knock knock joke,general/general_joke
hey turn off the light please,iot/iot_hue_lightoff
hey turn on disco lights in my apartment and let the party begin,iot/iot_hue_lighton
Hey turn the volume high,audio/audio_volume_up
hey what are some good job opportunities,general/general_quirky
hey what are some good movies coming out soon,recommendation/recommendation_movies
hey what does incite mean,qa/qa_definition
hey what has been happening interesting in sports lately,general/general_quirky
hey what is the agenda for the date,calendar/calendar_query
hey what is the definition of recipe,qa/qa_definition
hey what is the last time i got an email,email/email_query
hey what time is it in london now,datetime/datetime_query
hey what's a book,qa/qa_definition
hey what's today,general/general_greet
hey what's today's date,datetime/datetime_query
hey what's up,general/general_greet
hey when is the next local from mumbai to pune,transport/transport_query
hey,general/general_greet
hi buddy send mail to my friend hellen regarding home builders are not accepted the offer,email/email_sendemail
hi can you please turn lower the lights,iot/iot_hue_lightdim
hi google play me playlist wacky in my gaana application,play/play_music
hi how are you doing today,general/general_greet
