Labelled Phrase,Detected Phrase,Intent Id,Intent Name,Top Match Intent Id,Top Match Intent Name,Top Match Score,Entropy,Uncertainty,Margin Score,Result Type,Num Correct Entities,Num Missed Entities,Num Spurious Entities,Labelled Entities,Detected Entities,Combined result type
But I can not access my account because I lost the phone i normally use  for two factor authentication.,But I can not access my account because I lost the phone i normally use  for two factor authentication.,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.995979,0.000000,0.004021,0.000000,Pass,0,0,0,,,Pass
"I need to access my account, but I can't get in because I lost my phone. Can you help me?","I need to access my account, but I can't get in because I lost my phone. Can you help me?",intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.702281,0.591455,0.297719,0.463035,Pass,0,0,0,,,Pass
I lost my phone which I was using for two-factor authentication,I lost my phone which I was using for two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999139,0.000000,0.000861,0.000000,Pass,0,0,0,,,Pass
But I have lost the phone I use for two-factor authentication,But I have lost the phone I use for two-factor authentication,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,intent-YMZW73NMCVPITDDYNEQ7ICLK,login_issues / two_factor_problem,0.999306,0.000000,0.000694,0.000000,Pass,0,0,0,,,Pass
"Ok great, thanks a lot.","Ok great, thanks a lot.",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.951674,0.229099,0.048326,0.080949,Pass,0,0,0,,,Pass
Ok well thank you,Ok well thank you,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.969880,0.126138,0.030120,0.043515,Pass,0,0,0,,,Pass
Okay. Thank you.,Okay. Thank you.,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.976428,0.000000,0.023572,0.000000,Pass,0,0,0,,,Pass
okay thanks.,okay thanks.,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.958305,0.141731,0.041695,0.057558,Pass,0,0,0,,,Pass
Okay. Thanks so much.,Okay. Thanks so much.,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.959602,0.182927,0.040398,0.063565,Pass,0,0,0,,,Pass
"OK, thanks","OK, thanks",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.971150,0.000000,0.028850,0.000000,Pass,0,0,0,,,Pass
"oh ok, thank you","oh ok, thank you",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.961026,0.157883,0.038974,0.056617,Pass,0,0,0,,,Pass
"Oh, Okay. thanks you.","Oh, Okay. thanks you.",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.986821,0.000000,0.013179,0.000000,Pass,0,0,0,,,Pass
ok then,ok then,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.839652,0.376291,0.160348,0.273182,Pass,0,0,0,,,Pass
Ok  thank you,Ok  thank you,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.951100,0.200122,0.048900,0.073458,Pass,0,0,0,,,Pass
Ok thank you anyways,Ok thank you anyways,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.958849,0.153789,0.041151,0.057197,Pass,0,0,0,,,Pass
Ok great. Thank you,Ok great. Thank you,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.964734,0.158074,0.035266,0.054141,Pass,0,0,0,,,Pass
"Okay, awesome. Thank you","Okay, awesome. Thank you",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.969812,0.131091,0.030188,0.044611,Pass,0,0,0,,,Pass
ok,ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.738554,0.539540,0.261446,0.373074,Pass,0,0,0,,,Pass
"Okay great, thanks!","Okay great, thanks!",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.964057,0.131327,0.035943,0.050773,Pass,0,0,0,,,Pass
Alright. thank you,Alright. thank you,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.961239,0.163503,0.038761,0.057770,Pass,0,0,0,,,Pass
"Oh ok, great!  Thank you","Oh ok, great!  Thank you",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.981216,0.000000,0.018784,0.000000,Pass,0,0,0,,,Pass
"Okay, thanks a lot.","Okay, thanks a lot.",intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.962632,0.175116,0.037368,0.059636,Pass,0,0,0,,,Pass
awesome thank you . goodbye,awesome thank you . goodbye,intent-SL5O3DXBVFLHHLTYN3255XWX,feedback / that_was_very_helpful,intent-PPFCDKB7LNMK7JONGKQ77ZC4,conversational / ok,0.819863,0.406449,0.180137,0.261243,Fail,0,0,0,,,IntentFail
"Every time that I look at something on your website, it is out of stock. It is extremely frustrating. Don't you people know how to order?","Every time that I look at something on your website, it is out of stock. It is extremely frustrating. Don't you people know how to order?",intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.950135,0.000000,0.049865,0.000000,Pass,0,0,0,,,Pass
Every single time that I find something I want to buy it seems to be out of stock,Every single time that I find something I want to buy it seems to be out of stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.850504,0.398178,0.149496,0.240310,Pass,0,0,0,,,Pass
Every time I try to order something it says it's out of stock.,Every time I try to order something it says it's out of stock.,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.966222,0.000000,0.033778,0.000000,Pass,0,0,0,,,Pass
The item I am trying to order is always out of stock.,The item I am trying to order is always out of stock.,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.940755,0.183403,0.059245,0.076377,Pass,0,0,0,,,Pass
"It's just every time I see something I like and try to order it, it always says it's out of stock.","It's just every time I see something I like and try to order it, it always says it's out of stock.",intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.962083,0.000000,0.037917,0.000000,Pass,0,0,0,,,Pass
I have attempted to order many items today and they are all out of stock.  I am very disappointed :(,I have attempted to order many items today and they are all out of stock.  I am very disappointed :(,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.941082,0.000000,0.058918,0.000000,Pass,0,0,0,,,Pass
Every time I look at something on your website it is out of stock. What seems to be the problem?,Every time I look at something on your website it is out of stock. What seems to be the problem?,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.915861,0.192772,0.084139,0.103306,Pass,0,0,0,,,Pass
Well many items always seem to be out of stock,Well many items always seem to be out of stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.974278,0.000000,0.025722,0.000000,Pass,0,0,0,,,Pass
Everything and never looking for is out of stock. It is so annoying!,Everything and never looking for is out of stock. It is so annoying!,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.895950,0.321338,0.104050,0.144229,Pass,0,0,0,,,Pass
Every time I try to order something I'm told it's out of stock. Nothing ever seems to be available.,Every time I try to order something I'm told it's out of stock. Nothing ever seems to be available.,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.984445,0.000000,0.015555,0.000000,Pass,0,0,0,,,Pass
"If they're out of stock, then why even have them on your website?","If they're out of stock, then why even have them on your website?",intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.885348,0.233024,0.114652,0.149675,Pass,0,0,0,,,Pass
Items are ALWAYS out of stock!,Items are ALWAYS out of stock!,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.973518,0.000000,0.026482,0.000000,Pass,0,0,0,,,Pass
always out of stock,always out of stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.906919,0.286117,0.093081,0.124905,Pass,0,0,0,,,Pass
The items i have been trying is always out of stock,The items i have been trying is always out of stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.949612,0.152721,0.050388,0.063479,Pass,0,0,0,,,Pass
There are MANY items that ALWAYS seem to be out of stock!,There are MANY items that ALWAYS seem to be out of stock!,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,intent-XDSCN2IA4ZMXBHMSLXKYXJD7,shopping_issues / always_out_of_stock,0.976328,0.000000,0.023672,0.000000,Pass,0,0,0,,,Pass
"Hi, everytime I search for an item I get 0 results. I am frustrated. Can you help me solve this problem.","Hi, everytime I search for an item I get 0 results. I am frustrated. Can you help me solve this problem.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.970131,0.180021,0.029869,0.056047,Pass,0,0,0,,,Pass
"hello, i dont know what is going on but every time i search for an item i get 0 results","hello, i dont know what is going on but every time i search for an item i get 0 results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.926819,0.350940,0.073181,0.135416,Pass,0,0,0,,,Pass
"Every time i try to search for an item, it shows 0 results","Every time i try to search for an item, it shows 0 results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.990985,0.000000,0.009015,0.000000,Pass,0,0,0,,,Pass
"Hi! I have been trying to look up an item. However, every time I search for an item it comes back with 0 results.","Hi! I have been trying to look up an item. However, every time I search for an item it comes back with 0 results.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.972082,0.146045,0.027918,0.046382,Pass,0,0,0,,,Pass
I’m trying to search for items but it’s saying there are 0 results,I’m trying to search for items but it’s saying there are 0 results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.977161,0.131326,0.022839,0.039575,Pass,0,0,0,,,Pass
"Yes I seem to have a problem.  Every single instance where I try to search for an item, I get zero results.","Yes I seem to have a problem.  Every single instance where I try to search for an item, I get zero results.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.880567,0.448677,0.119433,0.197445,Pass,0,0,0,,,Pass
"Every time i search for an item there are 0 results are being returned, it's frustrating","Every time i search for an item there are 0 results are being returned, it's frustrating",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.986112,0.000000,0.013888,0.000000,Pass,0,0,0,,,Pass
I've been searching for an item and each time I do it comes up with 0 results.,I've been searching for an item and each time I do it comes up with 0 results.,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.976976,0.134516,0.023024,0.040421,Pass,0,0,0,,,Pass
"Hi I have a general question. Everytime I search for an item there are 0 results being returned, so I want to find out what's going on.","Hi I have a general question. Everytime I search for an item there are 0 results being returned, so I want to find out what's going on.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.938713,0.270681,0.061287,0.101061,Pass,0,0,0,,,Pass
I am really frustrated. I try and search for an item and 0 results are returned. Why doesn't the search bar work?,I am really frustrated. I try and search for an item and 0 results are returned. Why doesn't the search bar work?,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.542348,0.649741,0.457652,0.786995,Pass,0,0,0,,,Pass
"Anytime I search I see 0 results, how can I fix this?","Anytime I search I see 0 results, how can I fix this?",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.958633,0.213158,0.041367,0.072191,Pass,0,0,0,,,Pass
Every time I search for something it says 0 results found,Every time I search for something it says 0 results found,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.978228,0.124700,0.021772,0.037372,Pass,0,0,0,,,Pass
"no, no matter how I search, it always return 0","no, no matter how I search, it always return 0",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.959863,0.147947,0.040137,0.055210,Pass,0,0,0,,,Pass
"Every time I search for an item I get 0 results being returned, I don't know why it is happening","Every time I search for an item I get 0 results being returned, I don't know why it is happening",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.991764,0.000000,0.008236,0.000000,Pass,0,0,0,,,Pass
"When I search, I get no results","When I search, I get no results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.660958,0.566451,0.339042,0.580258,Pass,0,0,0,,,Pass
"Hello, I am trying to search for items on the website and there is nothing being found. so 0 results","Hello, I am trying to search for items on the website and there is nothing being found. so 0 results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.706276,0.639183,0.293724,0.516090,Pass,0,0,0,,,Pass
"every time I search for an item I keep getting ""0 results"" being returned. I don't know what to do","every time I search for an item I keep getting ""0 results"" being returned. I don't know what to do",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.989769,0.000000,0.010231,0.000000,Pass,0,0,0,,,Pass
Hello! I tried to search for an item but there are 0 results being returned. Do you know what's happening?,Hello! I tried to search for an item but there are 0 results being returned. Do you know what's happening?,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.969167,0.173643,0.030833,0.055014,Pass,0,0,0,,,Pass
no search results,no search results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.411163,0.817117,0.588837,0.885335,Pass,0,0,0,,,Pass
Every time I search for an item there are no results being returned,Every time I search for an item there are no results being returned,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.922053,0.368468,0.077947,0.144637,Pass,0,0,0,,,Pass
HI! Every time I search on your website it says 0 results found.,HI! Every time I search on your website it says 0 results found.,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.935316,0.281217,0.064684,0.106333,Pass,0,0,0,,,Pass
"Everytime I use the search function on  your site,  I get zero results.","Everytime I use the search function on  your site,  I get zero results.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.817563,0.393673,0.182437,0.320738,Pass,0,0,0,,,Pass
"Hello, Every time I go to search on the website for an item there is 0 results being returned and its quite frustrating","Hello, Every time I go to search on the website for an item there is 0 results being returned and its quite frustrating",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.969861,0.148177,0.030139,0.048377,Pass,0,0,0,,,Pass
I keep trying to search for items and I always get zero results returned.,I keep trying to search for items and I always get zero results returned.,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.950395,0.260378,0.049605,0.091137,Pass,0,0,0,,,Pass
"every time I search for something, there are 0 results","every time I search for something, there are 0 results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.973949,0.155801,0.026051,0.047456,Pass,0,0,0,,,Pass
"Hello, everytime I try and search for something on the website it is coming up with 0 results","Hello, everytime I try and search for something on the website it is coming up with 0 results",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.788675,0.709138,0.211325,0.385367,Pass,0,0,0,,,Pass
Everytime I search for an item it is showing 0 results.  Like nothing is pulling up.,Everytime I search for an item it is showing 0 results.  Like nothing is pulling up.,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.987829,0.000000,0.012171,0.000000,Pass,0,0,0,,,Pass
I am trying to shop online and every time I look up an item 0 results are being returned.  :(,I am trying to shop online and every time I look up an item 0 results are being returned.  :(,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.969311,0.119879,0.030689,0.043160,Pass,0,0,0,,,Pass
"Every time I try to do a search, 0 results are returned. No matter what I search for, no products pop up.","Every time I try to do a search, 0 results are returned. No matter what I search for, no products pop up.",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.977923,0.136392,0.022077,0.040208,Pass,0,0,0,,,Pass
"every time i search, there are 0 results being returned","every time i search, there are 0 results being returned",intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.987040,0.000000,0.012960,0.000000,Pass,0,0,0,,,Pass
i keep trying to search for an item,i keep trying to search for an item,intent-KZACIBBOHFKZXCUDQ7HJEP7O,search_issue / search_problem,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.474927,0.807795,0.525073,0.655730,Fail,0,0,0,,,IntentFail
The search results are broken,The search results are broken,intent-KZACIBBOHFKZXCUDQ7HJEP7O,search_issue / search_problem,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.387180,0.856226,0.612820,0.844324,Fail,0,0,0,,,IntentFail
my search results are broken!,my search results are broken!,intent-V7JAQWH6ZZKI7JO26Q5U7I6C,search_issue / unrelated_search_results,intent-2OCSU3CW65JCLMLXIF5OKDLO,search_issue / no_search_results,0.316499,0.869687,0.683501,0.962781,Fail,0,0,0,,,IntentFail
"Hi, I am thinking of buying an item and would like to know the price of adding my name to one of the items.","Hi, I am thinking of buying an item and would like to know the price of adding my name to one of the items.",intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.681670,0.467822,0.318330,0.368371,Pass,0,0,0,,,Pass
How much does it cost to stitch my name on a clothing item,How much does it cost to stitch my name on a clothing item,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.994384,0.000000,0.005616,0.000000,Pass,0,0,0,,,Pass
Yes i would like to know the price of stitching my name one ite?,Yes i would like to know the price of stitching my name one ite?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.974433,0.000000,0.025567,0.000000,Pass,0,0,0,,,Pass
I am thinking about getting my name stitched onto a jacket. Can you tell me how much that will cost?,I am thinking about getting my name stitched onto a jacket. Can you tell me how much that will cost?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.977413,0.000000,0.022587,0.000000,Pass,0,0,0,,,Pass
Hi! I'm wondering what the price would be to have my name stitched on one of my items!,Hi! I'm wondering what the price would be to have my name stitched on one of my items!,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.986507,0.000000,0.013493,0.000000,Pass,0,0,0,,,Pass
What is the price of stitching my name to one of my items?,What is the price of stitching my name to one of my items?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.990683,0.000000,0.009317,0.000000,Pass,0,0,0,,,Pass
how much is it to stitch my name to one of my items?,how much is it to stitch my name to one of my items?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.990643,0.000000,0.009357,0.000000,Pass,0,0,0,,,Pass
I was curious about getting my name embroidered onto an item and how much it would cost,I was curious about getting my name embroidered onto an item and how much it would cost,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.992198,0.000000,0.007802,0.000000,Pass,0,0,0,,,Pass
I would like to know the price of stitching my name onto one of your items?,I would like to know the price of stitching my name onto one of your items?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.991517,0.000000,0.008483,0.000000,Pass,0,0,0,,,Pass
How much is it to stitch my name to an item?,How much is it to stitch my name to an item?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.985115,0.000000,0.014885,0.000000,Pass,0,0,0,,,Pass
price for embroidery,price for embroidery,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.838637,0.351086,0.161363,0.204181,Pass,0,0,0,,,Pass
I need to the price of the stitching,I need to the price of the stitching,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.798673,0.322607,0.201327,0.244839,Pass,0,0,0,,,Pass
I was thinking of buying a Tommy Hilfiger shirt for my brother and I was wondering how much it would cost to get a name stitched on there?,I was thinking of buying a Tommy Hilfiger shirt for my brother and I was wondering how much it would cost to get a name stitched on there?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.907782,0.297638,0.092218,0.127706,Pass,0,0,0,,,Pass
"Hello, I was wondering what is the price of stitching my name to one of your items?","Hello, I was wondering what is the price of stitching my name to one of your items?",intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.994256,0.000000,0.005744,0.000000,Pass,0,0,0,,,Pass
"Hello, I am curious on how much it would cost to stitch my name in a pair of Michael Kors boots.","Hello, I am curious on how much it would cost to stitch my name in a pair of Michael Kors boots.",intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.942455,0.297891,0.057545,0.107966,Pass,0,0,0,,,Pass
"Hi there, I was wondering how much it would cost to have my name stitched on an item I was thinking of ordering.","Hi there, I was wondering how much it would cost to have my name stitched on an item I was thinking of ordering.",intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.982702,0.000000,0.017298,0.000000,Pass,0,0,0,,,Pass
I would like to know the price to stitch my name on one of your items?,I would like to know the price to stitch my name on one of your items?,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,intent-5ADK7SJFZFLX7NIZCX4XDAXK,shopping_issues / price_for_embroidery ,0.987507,0.000000,0.012493,0.000000,Pass,0,0,0,,,Pass
